Title,Authors,Year,Publication Link,Author Profile Links
Bohemianism and urban regeneration: A structured literature review and compte rendu,"['Huston, S.']",1 Aug 2015,https://pureportal.coventry.ac.uk/en/publications/bohemianism-and-urban-regeneration-a-structured-literature-review,['https://pureportal.coventry.ac.uk/en/persons/simon-huston']
Capitalisation: reflections and practice for project appraisal,"['Huston, S.']",2015,https://pureportal.coventry.ac.uk/en/publications/capitalisation-reflections-and-practice-for-project-appraisal,['https://pureportal.coventry.ac.uk/en/persons/simon-huston']
Challenges Faced by Takaful Initiatives in the UK – The Salaam Insurance Experience,"['Aziz, A.']",2015,https://pureportal.coventry.ac.uk/en/publications/challenges-faced-by-takaful-initiatives-in-the-uk-the-salaam-insu,['https://pureportal.coventry.ac.uk/en/persons/aqsa-aziz']
Competitiveness and Determinants of Bank Profitability in Sub-Saharan Africa,[],25 Jun 2015,https://pureportal.coventry.ac.uk/en/publications/competitiveness-and-determinants-of-bank-profitability-in-sub-sah,[]
Compound Interest/Return,"['Luu, L.']",30 Apr 2015,https://pureportal.coventry.ac.uk/en/publications/compound-interestreturn,['https://pureportal.coventry.ac.uk/en/persons/lien-luu']
Corporate Governance in China: Uncertainty Rules,"['Holmes, M.']",13 Jul 2015,https://pureportal.coventry.ac.uk/en/publications/corporate-governance-in-china-uncertainty-rules,['https://pureportal.coventry.ac.uk/en/persons/mark-holmes']
Corporate social responsibility reporting practices in banking companies in Bangladesh: Impact of Regulatory Changes,[],10 Apr 2015,https://pureportal.coventry.ac.uk/en/publications/corporate-social-responsibility-reporting-practices-in-banking-co,[]
Does compliance matter in surveillance of Nigerian banks? A critical examination of the Central Bank of Nigeria code of corporate governance,"['Ibrahim, M. U.']",2015,https://pureportal.coventry.ac.uk/en/publications/does-compliance-matter-in-surveillance-of-nigerian-banks-a-critic-2,['https://pureportal.coventry.ac.uk/en/persons/masud-ibrahim']
Does Regulatory Environment affect Earnings Management in Transitional Economies? An Empirical Examination of the Financial Reporting Quality of Cross-Listed Firms of China and Hong Kong,[],2015,https://pureportal.coventry.ac.uk/en/publications/does-regulatory-environment-affect-earnings-management-in-transit-2,[]
Effects of Exchange Rate Volatility on Tourist Flows into Iceland,"['Serenis, D.']",9 Oct 2015,https://pureportal.coventry.ac.uk/en/publications/effects-of-exchange-rate-volatility-on-tourist-flows-into-iceland-2,['https://pureportal.coventry.ac.uk/en/persons/dimitris-serenis']
"Fatality Sensitivity in Coalition Countries: A Study of British, Polish and Australian Public Opinion on the Iraq War","['Lis, P.']",31 Jan 2015,https://pureportal.coventry.ac.uk/en/publications/fatality-sensitivity-in-coalition-countries-a-study-of-british-po,['https://pureportal.coventry.ac.uk/en/persons/piotr-lis']
Finance-Growth: Virtuous and Dis-Virtuous Cycles (VDCs) Theory and Empirical Evidence,"['Lauretta, E.']",2015,https://pureportal.coventry.ac.uk/en/publications/finance-growth-virtuous-and-dis-virtuous-cycles-vdcs-theory-and-e,['https://pureportal.coventry.ac.uk/en/persons/eliana-lauretta']
Financial decisions and market performance: An analysis of China's domestic mergers and acquisitions,[],2015,https://pureportal.coventry.ac.uk/en/publications/financial-decisions-and-market-performance-an-analysis-of-chinas-,[]
Fluctuations in the Exchange Rate and Aggregate Exports in Ukraine,"['Serenis, D.']",2015,https://pureportal.coventry.ac.uk/en/publications/fluctuations-in-the-exchange-rate-and-aggregate-exports-in-ukrain,['https://pureportal.coventry.ac.uk/en/persons/dimitris-serenis']
Forecasting the Jordanian stock index: modelling asymmetric volatility and distribution effects within a GARCH framework,[],2015,https://pureportal.coventry.ac.uk/en/publications/forecasting-the-jordanian-stock-index-modelling-asymmetric-volati-2,[]
Foreign aid and governance in Africa,[],2015,https://pureportal.coventry.ac.uk/en/publications/foreign-aid-and-governance-in-africa-2,[]
Impact of corporate governance on firm risk,[],2015,https://pureportal.coventry.ac.uk/en/publications/impact-of-corporate-governance-on-firm-risk,[]
Industry concentration and the cross-section of stock returns: Evidence from the UK,[],Sept 2015,https://pureportal.coventry.ac.uk/en/publications/industry-concentration-and-the-cross-section-of-stock-returns-evi,[]
Introduction to accounting: The double-entry bookkeeping system & a case study ,[],1 Dec 2015,https://pureportal.coventry.ac.uk/en/publications/introduction-to-accounting-the-double-entry-bookkeeping-system-am,[]
Market reaction to the positiveness of annual report narratives,[],11 Dec 2015,https://pureportal.coventry.ac.uk/en/publications/market-reaction-to-the-positiveness-of-annual-report-narratives-2,[]
Microfinance and Poverty Reduction: The Case Study of Selected Institutions in the Greater Accra Region of Ghana,"['Darko, F.']",2015,https://pureportal.coventry.ac.uk/en/publications/microfinance-and-poverty-reduction-the-case-study-of-selected-ins,['https://pureportal.coventry.ac.uk/en/persons/francis-darko']
Monetary and debt-concerned fiscal policies interaction in monetary unions,[],Oct 2015,https://pureportal.coventry.ac.uk/en/publications/monetary-and-debt-concerned-fiscal-policies-interaction-in-moneta,[]
Mortgage,"['Luu, L.']",Apr 2015,https://pureportal.coventry.ac.uk/en/publications/mortgage,['https://pureportal.coventry.ac.uk/en/persons/lien-luu']
"Organizational customer orientation, employee customer orientation and employee job performance: the moderating role of openness to experience","['Song, W.']",2015,https://pureportal.coventry.ac.uk/en/publications/organizational-customer-orientation-employee-customer-orientation-2,['https://pureportal.coventry.ac.uk/en/persons/wei-song']
Paraconsistent games and the limits of rational self-interest,"['Andrikopoulos, P.']",4 Jan 2015,https://pureportal.coventry.ac.uk/en/publications/paraconsistent-games-and-the-limits-of-rational-self-interest-2,['https://pureportal.coventry.ac.uk/en/persons/panagiotis-andrikopoulos']
"Personalisation of power, neoliberalism and the production of corruption",[],1 Sept 2015,https://pureportal.coventry.ac.uk/en/publications/personalisation-of-power-neoliberalism-and-the-production-of-corr,[]
Real Estate,"['Luu, L.']",Apr 2015,https://pureportal.coventry.ac.uk/en/publications/real-estate,['https://pureportal.coventry.ac.uk/en/persons/lien-luu']
Reestablishing stability and avoiding a credit crunch: Comparing different bad bank schemes,[],Aug 2015,https://pureportal.coventry.ac.uk/en/publications/reestablishing-stability-and-avoiding-a-credit-crunch-comparing-d,[]
Re-Examining the Financial Deepening-Growth Nexus: A Time-Series Evidence of the Nigerian Economy from 1961 to 2013,"['Udeogu, E.']",2015,https://pureportal.coventry.ac.uk/en/publications/re-examining-the-financial-deepening-growth-nexus-a-time-series-e,['https://pureportal.coventry.ac.uk/en/persons/ejike-udeogu']
Retirement,"['Luu, L.']",Apr 2015,https://pureportal.coventry.ac.uk/en/publications/retirement,['https://pureportal.coventry.ac.uk/en/persons/lien-luu']
"'Smart' sustainable urban regeneration: Institutions, quality and financial innovation","['Huston, S.']",Nov 2015,https://pureportal.coventry.ac.uk/en/publications/smart-sustainable-urban-regeneration-institutions-quality-and-fin,['https://pureportal.coventry.ac.uk/en/persons/simon-huston']
Stock market returns and the content of annual report narratives,[],2015,https://pureportal.coventry.ac.uk/en/publications/stock-market-returns-and-the-content-of-annual-report-narratives-2,[]
Telling it straight — Mark Carney splits opinion,[],18 Dec 2015,https://pureportal.coventry.ac.uk/en/publications/telling-it-straight-mark-carney-splits-opinion,[]
Testing the Weak-form Efficiency of Stock Markets: A Comparative Study of Emerging and Industrialised Economies,[],2015,https://pureportal.coventry.ac.uk/en/publications/testing-the-weak-form-efficiency-of-stock-markets-a-comparative-s,[]
The consequences of a refund in threshold public good games,[],Sept 2015,https://pureportal.coventry.ac.uk/en/publications/the-consequences-of-a-refund-in-threshold-public-good-games,[]
The Corporate Social Responsibility of Accounting Firms: A Comparison Study between China and South Africa,[],2015,https://pureportal.coventry.ac.uk/en/publications/the-corporate-social-responsibility-of-accounting-firms-a-compari,[]
The credit signals that matter most for sovereign bond spreads with split rating,[],May 2015,https://pureportal.coventry.ac.uk/en/publications/the-credit-signals-that-matter-most-for-sovereign-bond-spreads-wi,[]
The duration analysis of structural breaks: is stability destabilizing?,"['Park, J. S.']",2015,https://pureportal.coventry.ac.uk/en/publications/the-duration-analysis-of-structural-breaks-is-stability-destabili-2,['https://pureportal.coventry.ac.uk/en/persons/jin-suk-park']
The economy wide impact of HIV/AIDS and the funding dilemma in Africa: Evidence from a dynamic life cycle horizon of Uganda,"['Kabajulizi, J.']",Sept 2015,https://pureportal.coventry.ac.uk/en/publications/the-economy-wide-impact-of-hivaids-and-the-funding-dilemma-in-afr,['https://pureportal.coventry.ac.uk/en/persons/judith-kabajulizi']
"The effects of exchange rate volatility on sectoral exports evidence from Sweden, UK, and Germany","['Serenis, D.']",2015,https://pureportal.coventry.ac.uk/en/publications/the-effects-of-exchange-rate-volatility-on-sectoral-exports-evide-2,['https://pureportal.coventry.ac.uk/en/persons/dimitris-serenis']
The Effects of Exchange Rate Volatility On Tourist Flows: Evidence From The UK And Sweden,"['Serenis, D.']",2015,https://pureportal.coventry.ac.uk/en/publications/the-effects-of-exchange-rate-volatility-on-tourist-flows-evidence-2,['https://pureportal.coventry.ac.uk/en/persons/dimitris-serenis']
The impact of profitability on capital structure and speed of adjustment: An empirical examination of selected firms in Nigerian Stock Exchange,[],30 Sept 2015,https://pureportal.coventry.ac.uk/en/publications/the-impact-of-profitability-on-capital-structure-and-speed-of-adj,[]
The Incremental Effect of Education on Corruption: Evidence of Synergy from Lifelong Learning,[],2015,https://pureportal.coventry.ac.uk/en/publications/the-incremental-effect-of-education-on-corruption-evidence-of-syn-2,[]
The late 1970s to 1980s: Economic Problems and the United States,"['Luu, L.']",Apr 2015,https://pureportal.coventry.ac.uk/en/publications/the-late-1970s-to-1980s-economic-problems-and-the-united-states,['https://pureportal.coventry.ac.uk/en/persons/lien-luu']
The Management of Refinancing Risk in Islamic Banks,[],17 Aug 2015,https://pureportal.coventry.ac.uk/en/publications/the-management-of-refinancing-risk-in-islamic-banks-2,[]
Time Varying Correlation between Islamic Equity and Commodity Returns: Implications for Portfolio Diversification,"['Kabir, S.']",2015,https://pureportal.coventry.ac.uk/en/publications/time-varying-correlation-between-islamic-equity-and-commodity-ret,['https://pureportal.coventry.ac.uk/en/persons/sarkar-kabir']
Accounting for corporate environmental (CER) in emerging economies: The case study of Nigeria,"['Noah, A.']",14 Apr 2014,https://pureportal.coventry.ac.uk/en/publications/accounting-for-corporate-environmental-cer-in-emerging-economies-,['https://pureportal.coventry.ac.uk/en/persons/abdurafiu-noah']
A model of the Eurosystem's operational framework and the euro overnight interbank market,[],1 Jun 2014,https://pureportal.coventry.ac.uk/en/publications/a-model-of-the-eurosystems-operational-framework-and-the-euro-ove,[]
Are Islamic Equity Indices More Efficient Than Their Conventional Counterparts? Evidence From Major Global Index Families,"['Kabir, S.']",30 Jun 2014,https://pureportal.coventry.ac.uk/en/publications/are-islamic-equity-indices-more-efficient-than-their-conventional,['https://pureportal.coventry.ac.uk/en/persons/sarkar-kabir']
"Bank capital regulation, loan contracts, and corporate investment",[],1 May 2014,https://pureportal.coventry.ac.uk/en/publications/bank-capital-regulation-loan-contracts-and-corporate-investment,[]
Business Case for Corporate Social Responsibility In Emerging Economies? An Exploratory Empirical Study of The South African Business Context.,[],2014,https://pureportal.coventry.ac.uk/en/publications/business-case-for-corporate-social-responsibility-in-emerging-eco,[]
Can FDI be a Panacea for Unemployment? The Turkish Case,"['Hisarciklilar, M.']",6 Mar 2014,https://pureportal.coventry.ac.uk/en/publications/can-fdi-be-a-panacea-for-unemployment-the-turkish-case,['https://pureportal.coventry.ac.uk/en/persons/mehtap-hisarciklilar']
Corporate governance: Brazilian specifics,[],2014,https://pureportal.coventry.ac.uk/en/publications/corporate-governance-brazilian-specifics,[]
Detecting Asset Misappropriation: A Framework for External Auditors,[],2014,https://pureportal.coventry.ac.uk/en/publications/detecting-asset-misappropriation-a-framework-for-external-auditor,[]
Disagreement between rating agencies and bond opacity: A theoretical perspective,[],1 Apr 2014,https://pureportal.coventry.ac.uk/en/publications/disagreement-between-rating-agencies-and-bond-opacity-a-theoretic,[]
Does Exchange Rate Variation Effect African Trade Flows?,"['Serenis, D.']",6 Nov 2014,https://pureportal.coventry.ac.uk/en/publications/does-exchange-rate-variation-effect-african-trade-flows-2,['https://pureportal.coventry.ac.uk/en/persons/dimitris-serenis']
Does Mood Explain the Monday Effect?,[],Sept 2014,https://pureportal.coventry.ac.uk/en/publications/does-mood-explain-the-monday-effect,[]
Effects of Changing Weather Patterns on the Trade of Major Food Crops,[],2014,https://pureportal.coventry.ac.uk/en/publications/effects-of-changing-weather-patterns-on-the-trade-of-major-food-c,[]
"Employee Productivity, Employment Growth, and the Cross‐Border Acquisitions by Emerging Market Firms",[],31 Jul 2014,https://pureportal.coventry.ac.uk/en/publications/employee-productivity-employment-growth-and-the-crossborder-acqui,[]
Environmental Regulation and Location of Industrialized Agricultural Production in Europe,"['Mulatu, A.']",1 Aug 2014,https://pureportal.coventry.ac.uk/en/publications/environmental-regulation-and-location-of-industrialized-agricultu-2,['https://pureportal.coventry.ac.uk/en/persons/abay-mulatu']
Exchange Rate Volatility and Aggregate Exports: Evidence from Two Small Countries,"['Serenis, D.']",2014,https://pureportal.coventry.ac.uk/en/publications/exchange-rate-volatility-and-aggregate-exports-evidence-from-two--2,['https://pureportal.coventry.ac.uk/en/persons/dimitris-serenis']
Exchange Rate Volatility and Tourist Flows into Turkey,"['Serenis, D.']",1 Dec 2014,https://pureportal.coventry.ac.uk/en/publications/exchange-rate-volatility-and-tourist-flows-into-turkey-2,['https://pureportal.coventry.ac.uk/en/persons/dimitris-serenis']
Expansionary Fiscal Consolidations: Theoretical Underpinnings and their Implications for the Eurozone,[],2 Jun 2014,https://pureportal.coventry.ac.uk/en/publications/expansionary-fiscal-consolidations-theoretical-underpinnings-and-,[]
Finance and Growth: Modern Interpretations of the Thoughts of Schumpeter,"['Lauretta, E.']",2014,https://pureportal.coventry.ac.uk/en/publications/finance-and-growth-modern-interpretations-of-the-thoughts-of-schu,['https://pureportal.coventry.ac.uk/en/persons/eliana-lauretta']
How do Heterogeneous Beliefs drive the Cross-Section of Stock Return Volatilities and Correlations and Turnover Volatilities,[],2014,https://pureportal.coventry.ac.uk/en/publications/how-do-heterogeneous-beliefs-drive-the-cross-section-of-stock-ret,[]
Identifying Causes for the Failure of Salaam Halal Insurance,"['Aziz, A.']",2014,https://pureportal.coventry.ac.uk/en/publications/identifying-causes-for-the-failure-of-salaam-halal-insurance,['https://pureportal.coventry.ac.uk/en/persons/aqsa-aziz']
"Interest Rates, Target Markets and Sustainability in Microfinance",[],2014,https://pureportal.coventry.ac.uk/en/publications/interest-rates-target-markets-and-sustainability-in-microfinance-2,[]
Investor induced contagion during the banking and European sovereign debt crisis of 2007-2012: wealth effect or portfolio rebalancing?,"['Santamaria, D.']",Dec 2014,https://pureportal.coventry.ac.uk/en/publications/investor-induced-contagion-during-the-banking-and-european-sovere,['https://pureportal.coventry.ac.uk/en/persons/daniel-santamaria']
Is Domestic Stock Price Cointegrated with Exchange rate and Foreign Stock Price? Evidence from Malaysia,"['Kabir, S.']",2014,https://pureportal.coventry.ac.uk/en/publications/is-domestic-stock-price-cointegrated-with-exchange-rate-and-forei,['https://pureportal.coventry.ac.uk/en/persons/sarkar-kabir']
Islamic Equity Indices: Insight and Comparison with Conventional Counterparts,"['Kabir, S.']",5 May 2014,https://pureportal.coventry.ac.uk/en/publications/islamic-equity-indices-insight-and-comparison-with-conventional-c,['https://pureportal.coventry.ac.uk/en/persons/sarkar-kabir']
Mergers and acquisitions and cash payments: Evidence from China,[],2014,https://pureportal.coventry.ac.uk/en/publications/mergers-and-acquisitions-and-cash-payments-evidence-from-china,[]
"Perceptions among South African professional accounting students of self, job attractiveness and academic reputation",[],2014,https://pureportal.coventry.ac.uk/en/publications/perceptions-among-south-african-professional-accounting-students-,[]
Political uncertainty and stock market volatility in the Middle East and North African (MENA) countries,"['Wang, J.']",5 Jan 2014,https://pureportal.coventry.ac.uk/en/publications/political-uncertainty-and-stock-market-volatility-in-the-middle-e-2,['https://pureportal.coventry.ac.uk/en/persons/jun-wang']
Residential Electricity Pricing in China,[],2014,https://pureportal.coventry.ac.uk/en/publications/residential-electricity-pricing-in-china,[]
Shari’ah compliance in Islamic banking: An empirical study on selected Islamic banks in Bangladesh,[],15 Mar 2014,https://pureportal.coventry.ac.uk/en/publications/shariah-compliance-in-islamic-banking-an-empirical-study-on-selec,[]
Social interaction,"['Wang, Y.']",2014,https://pureportal.coventry.ac.uk/en/publications/social-interaction,['https://pureportal.coventry.ac.uk/en/persons/tori-wang']
Stock liquidity and capital allocation efficiency: Evidence from Chinese listed companies,[],2014,https://pureportal.coventry.ac.uk/en/publications/stock-liquidity-and-capital-allocation-efficiency-evidence-from-c,[]
Stock Price and Volume Effects Associated with Changes in the Composition of the FTSE Bursa Malaysian KLCI,[],11 Feb 2014,https://pureportal.coventry.ac.uk/en/publications/stock-price-and-volume-effects-associated-with-changes-in-the-com,[]
The determinants of capital structure: A comparison of financial and non-financial firms in a regulated developing country–Nigeria,[],26 Aug 2014,https://pureportal.coventry.ac.uk/en/publications/the-determinants-of-capital-structure-a-comparison-of-financial-a,[]
The impact of foreign bank entry on domestic banking in a developing country the Kenyan perspective,[],20 Jun 2014,https://pureportal.coventry.ac.uk/en/publications/the-impact-of-foreign-bank-entry-on-domestic-banking-in-a-develop,[]
THE IMPACT OF THE HELLENIC OPEN UNIVERISTY ON REGIONAL DEVELOPMENT,"['Serenis, D.']",2014,https://pureportal.coventry.ac.uk/en/publications/the-impact-of-the-hellenic-open-univeristy-on-regional-developmen-2,['https://pureportal.coventry.ac.uk/en/persons/dimitris-serenis']
The macroeconomic and environmental determinants of private equity in emerging Asia market: The application of extreme bounds analysis,[],30 Sept 2014,https://pureportal.coventry.ac.uk/en/publications/the-macroeconomic-and-environmental-determinants-of-private-equit,[]
"The Rate of Profit, Financialisation and Economic Growth: A theoretical and empirical investigation of the Nigerian Economy","['Udeogu, E.']",2014,https://pureportal.coventry.ac.uk/en/publications/the-rate-of-profit-financialisation-and-economic-growth-a-theoret,['https://pureportal.coventry.ac.uk/en/persons/ejike-udeogu']
Understanding Commercial Property Cycles in the UK: Smoothing and Volatility,"['Huston, S.']",Apr 2014,https://pureportal.coventry.ac.uk/en/publications/understanding-commercial-property-cycles-in-the-uk-smoothing-and-,['https://pureportal.coventry.ac.uk/en/persons/simon-huston']
"""Virtuous"" To ""Bad"" Cycles in the Finance-Growth Relationship","['Lauretta, E.']",2014,https://pureportal.coventry.ac.uk/en/publications/virtuous-to-bad-cycles-in-the-finance-growth-relationship,['https://pureportal.coventry.ac.uk/en/persons/eliana-lauretta']
‘I have no idea of British humour’: How 39 Chinese students accounted for their incomprehension of humour in British academic lectures,"['Wang, Y.']",2014,https://pureportal.coventry.ac.uk/en/publications/i-have-no-idea-of-british-humour-how-39-chinese-students-accounte,['https://pureportal.coventry.ac.uk/en/persons/tori-wang']
Accounting for corporate environmental responsibility in emerging economies: The study from Nigeria,"['Noah, A.']",9 Apr 2013,https://pureportal.coventry.ac.uk/en/publications/accounting-for-corporate-environmental-responsibility-in-emerging,['https://pureportal.coventry.ac.uk/en/persons/abdurafiu-noah']
An Analysis of the Response to Corporate Unbundling Announcements on the Johannesburg Security Exchange,[],2013,https://pureportal.coventry.ac.uk/en/publications/an-analysis-of-the-response-to-corporate-unbundling-announcements,[]
A prospect of making a difference? Management’s ethical freedom in corporate social responsibility utilizations:A conceptual model,[],2013,https://pureportal.coventry.ac.uk/en/publications/a-prospect-of-making-a-difference-managements-ethical-freedom-in-,[]
"Armed Conflict, Terrorism, and the Allocation of Foreign Aid","['Lis, P.']",2013,https://pureportal.coventry.ac.uk/en/publications/armed-conflict-terrorism-and-the-allocation-of-foreign-aid,['https://pureportal.coventry.ac.uk/en/persons/piotr-lis']
Do company directors underestimate the adoption of corporate governance provisions? A survey approach.,[],30 Nov 2013,https://pureportal.coventry.ac.uk/en/publications/do-company-directors-underestimate-the-adoption-of-corporate-gove,[]
"Dono, Mercati e Innovazione: la virtù di una sana crescita economica","['Lauretta, E.']",2013,https://pureportal.coventry.ac.uk/en/publications/dono-mercati-e-innovazione-la-virt%C3%B9-di-una-sana-crescita-economic,['https://pureportal.coventry.ac.uk/en/persons/eliana-lauretta']
Ensuring sustainable corporate governance and financial reporting: essential tools for improved user confidence,"['Noah, A.']",1 Jan 2013,https://pureportal.coventry.ac.uk/en/publications/ensuring-sustainable-corporate-governance-and-financial-reporting,['https://pureportal.coventry.ac.uk/en/persons/abdurafiu-noah']
Evaluating Public Confidence in Policing Services; A New Decision Support Tool,[],2013,https://pureportal.coventry.ac.uk/en/publications/evaluating-public-confidence-in-policing-services-a-new-decision-,[]
Finance and Growth: Understanding the Switch from “Virtuous” To “Bad” Cycles in the Finance-Growth Relationship,"['Lauretta, E.']",2013,https://pureportal.coventry.ac.uk/en/publications/finance-and-growth-understanding-the-switch-from-virtuous-to-bad-,['https://pureportal.coventry.ac.uk/en/persons/eliana-lauretta']
Future cites: learning from antiquity,"['Huston, S.']",Sept 2013,https://pureportal.coventry.ac.uk/en/publications/future-cites-learning-from-antiquity,['https://pureportal.coventry.ac.uk/en/persons/simon-huston']
International Portfolio Diversification and the 2007 Financial Crisis,[],2013,https://pureportal.coventry.ac.uk/en/publications/international-portfolio-diversification-and-the-2007-financial-cr,[]
Mimetic isomorphism and decoupling: Legitimacy theory as an explanation for Matric pass rates.,[],2013,https://pureportal.coventry.ac.uk/en/publications/mimetic-isomorphism-and-decoupling-legitimacy-theory-as-an-explan,[]
Modelling Long-run Money Demand: A Panel Data Analysis on Nine Developed Economies,[],2013,https://pureportal.coventry.ac.uk/en/publications/modelling-long-run-money-demand-a-panel-data-analysis-on-nine-dev,[]
On the prisoner's dilemma in R&D with input spillovers and incentives for R&D cooperation,[],Nov 2013,https://pureportal.coventry.ac.uk/en/publications/on-the-prisoners-dilemma-in-rampd-with-input-spillovers-and-incen,[]
Policy proposal on Finance and Growth Relationship: Understanding the switch from ‘Virtuous’ to ‘Bad’ Cycles,"['Lauretta, E.']",2013,https://pureportal.coventry.ac.uk/en/publications/policy-proposal-on-finance-and-growth-relationship-understanding-,['https://pureportal.coventry.ac.uk/en/persons/eliana-lauretta']
Presentation in the international workshop on economic sciences with heterogeneous interacting agents (WEHIA),"['Lauretta, E.']",23 Jun 2013,https://pureportal.coventry.ac.uk/en/publications/presentation-in-the-international-workshop-on-economic-sciences-w,['https://pureportal.coventry.ac.uk/en/persons/eliana-lauretta']
Protection of [Dis] Information Bill,[],2013,https://pureportal.coventry.ac.uk/en/publications/protection-of-dis-information-bill,[]
State ownership and firm performance: Empirical evidence from Chinese listed companies,"['Yu, M.']",2013,https://pureportal.coventry.ac.uk/en/publications/state-ownership-and-firm-performance-empirical-evidence-from-chin-2,['https://pureportal.coventry.ac.uk/en/persons/mei-yu']
The effects of strikes in the South African gold mining industry on shareholder value,[],19 Jul 2013,https://pureportal.coventry.ac.uk/en/publications/the-effects-of-strikes-in-the-south-african-gold-mining-industry-,[]
"The Good, the bad and the ugly: Does attending accounting lectures affect academic performance?.",[],2013,https://pureportal.coventry.ac.uk/en/publications/the-good-the-bad-and-the-ugly-does-attending-accounting-lectures-,[]
Türkiye'de sanayileşmenin bir bileşeni olarak doğrudan yabancı yatırım ve dış ticaret ilişkisi,"['Hisarciklilar, M.']",2013,https://pureportal.coventry.ac.uk/en/publications/t%C3%BCrkiyede-sanayile%C5%9Fmenin-bir-bile%C5%9Feni-olarak-do%C4%9Frudan-yabanc%C4%B1-yat,['https://pureportal.coventry.ac.uk/en/persons/mehtap-hisarciklilar']
Values constraints to knowledge and learning as research productivity: an exploratory study of university academics,[],2013,https://pureportal.coventry.ac.uk/en/publications/values-constraints-to-knowledge-and-learning-as-research-producti,[]
Video Recorded Lectures Enhancing the Student Learning Experience,"['Aziz, A.']",2013,https://pureportal.coventry.ac.uk/en/publications/video-recorded-lectures-enhancing-the-student-learning-experience,['https://pureportal.coventry.ac.uk/en/persons/aqsa-aziz']
A disclosure matrix for measuring the quality of corporate online reporting,[],2012,https://pureportal.coventry.ac.uk/en/publications/a-disclosure-matrix-for-measuring-the-quality-of-corporate-online,[]
De-risking transport-oriented development regeneration,"['Huston, S.']",1 Mar 2012,https://pureportal.coventry.ac.uk/en/publications/de-risking-transport-oriented-development-regeneration,['https://pureportal.coventry.ac.uk/en/persons/simon-huston']
Earnings Management and Financial Reporting Fraud: Can External Auditors Spot the Difference?,[],2012,https://pureportal.coventry.ac.uk/en/publications/earnings-management-and-financial-reporting-fraud-can-external-au,[]
Effects of Perceptions of Actual and Expected Corporate Social Performance on Propensity to Purchase: interrogating the Business Case Strategy,[],2012,https://pureportal.coventry.ac.uk/en/publications/effects-of-perceptions-of-actual-and-expected-corporate-social-pe,[]
Financial Reporting Fraud: Are External Auditors and Standards’ Setters Doing Enough?,[],2012,https://pureportal.coventry.ac.uk/en/publications/financial-reporting-fraud-are-external-auditors-and-standards-set,[]
Il Sistema Democratico E Politico Come È E Come Dovrebbe Essere,"['Lauretta, E.']",2012,https://pureportal.coventry.ac.uk/en/publications/il-sistema-democratico-e-politico-come-%C3%A8-e-come-dovrebbe-essere,['https://pureportal.coventry.ac.uk/en/persons/eliana-lauretta']
Innovation as a determinant of service excellence in banking,"['Tanna, S.']",Aug 2012,https://pureportal.coventry.ac.uk/en/publications/innovation-as-a-determinant-of-service-excellence-in-banking,['https://pureportal.coventry.ac.uk/en/persons/sailesh-tanna']
Parks as business opportunities and development strategies,[],9 Mar 2012,https://pureportal.coventry.ac.uk/en/publications/parks-as-business-opportunities-and-development-strategies,[]
"Student Aspiration Factors, University Reputation and the Entry Standards to UK Universities","['Ayoubi, R.']",1 Oct 2012,https://pureportal.coventry.ac.uk/en/publications/student-aspiration-factors-university-reputation-and-the-entry-st,['https://pureportal.coventry.ac.uk/en/persons/rami-ayoubi']
The effectiveness of film in experiential learning: An investigation of university accounting students understanding of key auditing control concepts,[],2012,https://pureportal.coventry.ac.uk/en/publications/the-effectiveness-of-film-in-experiential-learning-an-investigati,[]
The New Fraud Triangle Model,[],2012,https://pureportal.coventry.ac.uk/en/publications/the-new-fraud-triangle-model,[]
"What do students learn from a classroom experiment: Not much, unless they write a report on it",[],2012,https://pureportal.coventry.ac.uk/en/publications/what-do-students-learn-from-a-classroom-experiment-not-much-unles,[]
Auditor independence and reforms of non-audit services: Evidence from the UK,[],15 Sept 2011,https://pureportal.coventry.ac.uk/en/publications/auditor-independence-and-reforms-of-non-audit-services-evidence-f,[]
"Corruption, inflation and growth",[],Dec 2011,https://pureportal.coventry.ac.uk/en/publications/corruption-inflation-and-growth,[]
Disease in Eldorado,"['Huston, S.']",6 Jan 2011,https://pureportal.coventry.ac.uk/en/publications/disease-in-eldorado,['https://pureportal.coventry.ac.uk/en/persons/simon-huston']
I beni culturali e la creatività artistica come attrattori turistici. Il caso Zeffirelli per l’arena di Verona,"['Lauretta, E.']",1 Jan 2011,https://pureportal.coventry.ac.uk/en/publications/i-beni-culturali-e-la-creativit%C3%A0-artistica-come-attrattori-turist,['https://pureportal.coventry.ac.uk/en/persons/eliana-lauretta']
Impact of Selected Historical Events on the Income-Based Distribution of Terrorism. From the Rise of Fundamentalist Terrorism to the Iraq War,"['Lis, P.']",12 Sept 2011,https://pureportal.coventry.ac.uk/en/publications/impact-of-selected-historical-events-on-the-income-based-distribu,['https://pureportal.coventry.ac.uk/en/persons/piotr-lis']
L’impatto delle produzioni cinematografiche sul turismo: Il caso del commissario Montalbano per la provincia di Ragusa,"['Lauretta, E.']",Nov 2011,https://pureportal.coventry.ac.uk/en/publications/limpatto-delle-produzioni-cinematografiche-sul-turismo-il-caso-de,['https://pureportal.coventry.ac.uk/en/persons/eliana-lauretta']
