Title,Authors,Year,Publication Link,Author Profile Links
Sukuk and Bond: An Empirical Analysis with Characteristics Matching,"['Kabir, S.']",2017,https://pureportal.coventry.ac.uk/en/publications/sukuk-and-bond-an-empirical-analysis-with-characteristics-matchin,['https://pureportal.coventry.ac.uk/en/persons/sarkar-kabir']
Supply and demand sides of mobile payment: A comparative analysis of successful mobile payment adoption in developed and developing countries,"['Lis, P.']",2017,https://pureportal.coventry.ac.uk/en/publications/supply-and-demand-sides-of-mobile-payment-a-comparative-analysis-,['https://pureportal.coventry.ac.uk/en/persons/piotr-lis']
Tenure and spending within UK households at the end of the recent recession,[],Sept 2017,https://pureportal.coventry.ac.uk/en/publications/tenure-and-spending-within-uk-households-at-the-end-of-the-recent-2,[]
The effects of Foreign Ownership and Chinese firms’ Earnings Management: Accrual-based and Real activity-based,[],2017,https://pureportal.coventry.ac.uk/en/publications/the-effects-of-foreign-ownership-and-chinese-firms-earnings-manag,[]
The impact of civil war on foreign direct investment flows to developing countries,"['Tanna, S.']",2017,https://pureportal.coventry.ac.uk/en/publications/the-impact-of-civil-war-on-foreign-direct-investment-flows-to-dev-2,['https://pureportal.coventry.ac.uk/en/persons/sailesh-tanna']
The Impact of Terrorism on Governance in African Countries,[],Nov 2017,https://pureportal.coventry.ac.uk/en/publications/the-impact-of-terrorism-on-governance-in-african-countries,[]
The Performance Consequences of Board Structure Changes: Evidence from Ghana,"['Holmes, M.']",19 Dec 2017,https://pureportal.coventry.ac.uk/en/publications/the-performance-consequences-of-board-structure-changes-evidence-,['https://pureportal.coventry.ac.uk/en/persons/mark-holmes']
The stability of money demand in the long-run: Italy 1861–2011,[],May 2017,https://pureportal.coventry.ac.uk/en/publications/the-stability-of-money-demand-in-the-long-run-italy-18612011,[]
The Structure of UK Outbound FDI And Environmental Regulation,"['Mulatu, A.']",Sept 2017,https://pureportal.coventry.ac.uk/en/publications/the-structure-of-uk-outbound-fdi-and-environmental-regulation,['https://pureportal.coventry.ac.uk/en/persons/abay-mulatu']
The Synergy of Financial Sector Development and Information Sharing in Financial Access: Propositions and Empirical Evidence,[],Apr 2017,https://pureportal.coventry.ac.uk/en/publications/the-synergy-of-financial-sector-development-and-information-shari,[]
The welfare implications of public healthcare financing: A Macro-Micro simulation analysis of Uganda,"['Kabajulizi, J.']",Dec 2017,https://pureportal.coventry.ac.uk/en/publications/the-welfare-implications-of-public-healthcare-financing-a-macro-m-2,['https://pureportal.coventry.ac.uk/en/persons/judith-kabajulizi']
The welfare implications of public healthcare financing: A Macro-Micro simulation analysis of Uganda,"['Kabajulizi, J.']",30 Jun 2017,https://pureportal.coventry.ac.uk/en/publications/the-welfare-implications-of-public-healthcare-financing-a-macro-m,['https://pureportal.coventry.ac.uk/en/persons/judith-kabajulizi']
Understanding Islamic financial reporting standardisation projects: institutional logics perspective,[],2017,https://pureportal.coventry.ac.uk/en/publications/understanding-islamic-financial-reporting-standardisation-project,[]
Urban Conundrums,"['Huston, S.']",14 Sept 2017,https://pureportal.coventry.ac.uk/en/publications/urban-conundrums,['https://pureportal.coventry.ac.uk/en/persons/simon-huston']
Valuation Systems: The case of Dubai,"['Huston, S.']",14 Sept 2017,https://pureportal.coventry.ac.uk/en/publications/valuation-systems-the-case-of-dubai,['https://pureportal.coventry.ac.uk/en/persons/simon-huston']
What drives differences of opinion in sovereign ratings? The roles of information disclosure and political risk,[],Jul 2017,https://pureportal.coventry.ac.uk/en/publications/what-drives-differences-of-opinion-in-sovereign-ratings-the-roles,[]
What is the net effect of financial liberalization on bank productivity? A decomposition analysis of bank total factor productivity growth,"['Tanna, S.', 'De Vita, G.']",Jul 2017,https://pureportal.coventry.ac.uk/en/publications/what-is-the-net-effect-of-financial-liberalization-on-bank-produc,"['https://pureportal.coventry.ac.uk/en/persons/sailesh-tanna', 'https://pureportal.coventry.ac.uk/en/persons/glauco-de-vita']"
A Brief Future of Time in the Monopoly of Scientific Knowledge,[],Dec 2016,https://pureportal.coventry.ac.uk/en/publications/a-brief-future-of-time-in-the-monopoly-of-scientific-knowledge-2,[]
An Examination of the Fraud Triangle Model: Implications for External Auditors and Audit Regulators,[],4 May 2016,https://pureportal.coventry.ac.uk/en/publications/an-examination-of-the-fraud-triangle-model-implications-for-exter,[]
Basic Mathematics for Economists,"['Lis, P.']",22 Mar 2016,https://pureportal.coventry.ac.uk/en/publications/basic-mathematics-for-economists,['https://pureportal.coventry.ac.uk/en/persons/piotr-lis']
Cash flow analysis and case studies,[],30 Dec 2016,https://pureportal.coventry.ac.uk/en/publications/cash-flow-analysis-and-case-studies,[]
Combating Environmental Irresponsibility of TNCs in Africa: An Empirical Analysis,[],2016,https://pureportal.coventry.ac.uk/en/publications/combating-environmental-irresponsibility-of-tncs-in-africa-an-emp-2,[]
"Conditional linkages between iron ore exports, foreign aid and terrorism",[],Dec 2016,https://pureportal.coventry.ac.uk/en/publications/conditional-linkages-between-iron-ore-exports-foreign-aid-and-ter-2,[]
Connected Vehicles: Performance Convenience and Safety verses Security,[],1 Sept 2016,https://pureportal.coventry.ac.uk/en/publications/connected-vehicles-performance-convenience-and-safety-verses-secu,[]
Connected Vehicles: Performance Convenience and Safety versus Security,[],1 Sept 2016,https://pureportal.coventry.ac.uk/en/publications/connected-vehicles-performance-convenience-and-safety-versus-secu,[]
Detecting Bribery: A Guide for External Auditors,[],Apr 2016,https://pureportal.coventry.ac.uk/en/publications/detecting-bribery-a-guide-for-external-auditors,[]
Economics and Political Implications of International Financial Reporting Standards,"['Tanna, S.']",Mar 2016,https://pureportal.coventry.ac.uk/en/publications/economics-and-political-implications-of-international-financial-r-2,['https://pureportal.coventry.ac.uk/en/persons/sailesh-tanna']
Entry strategies used by South African MNEs for FDI during turbulent times.,[],2016,https://pureportal.coventry.ac.uk/en/publications/entry-strategies-used-by-south-african-mnes-for-fdi-during-turbul,[]
Equilibrium Interaction of Borrowing and Short-Sale Constraints and Asset Pricing,[],2016,https://pureportal.coventry.ac.uk/en/publications/equilibrium-interaction-of-borrowing-and-short-sale-constraints-a,[]
Equilibrium Interaction of Borrowing and Short-Sales Constraints and Asset Pricing,[],2016,https://pureportal.coventry.ac.uk/en/publications/equilibrium-interaction-of-borrowing-and-short-sales-constraints-,[]
External auditors and corporate corruption: Implications for audit regulators: Current Issues in Auditing Journal,[],Jun 2016,https://pureportal.coventry.ac.uk/en/publications/external-auditors-and-corporate-corruption-implications-for-audit,[]
Financial Contagion from US to African Frontier Markets during the 2007-2009 Global Financial Crisis,"['Ahmadu-Bello, J.']",2016,https://pureportal.coventry.ac.uk/en/publications/financial-contagion-from-us-to-african-frontier-markets-during-th,['https://pureportal.coventry.ac.uk/en/persons/jaliyyah-bello']
"Financial Innovation, Banking System and Housing Market. Is the Concept of Financial Innovation Enough to Explain the Banks’ Regulatory Arbitrage?","['Lauretta, E.']",2016,https://pureportal.coventry.ac.uk/en/publications/financial-innovation-banking-system-and-housing-market-is-the-con,['https://pureportal.coventry.ac.uk/en/persons/eliana-lauretta']
"Financial openness, risk and bank efficiency: Cross-country evidence","['Tanna, S.', 'De Vita, G.']",Jun 2016,https://pureportal.coventry.ac.uk/en/publications/financial-openness-risk-and-bank-efficiency-cross-country-evidenc-2,"['https://pureportal.coventry.ac.uk/en/persons/sailesh-tanna', 'https://pureportal.coventry.ac.uk/en/persons/glauco-de-vita']"
Handbook of Frontier Markets: Evidence from Asia and International Comparative Studies,"['Andrikopoulos, P.']",12 Aug 2016,https://pureportal.coventry.ac.uk/en/publications/handbook-of-frontier-markets-evidence-from-asia-and-international,['https://pureportal.coventry.ac.uk/en/persons/panagiotis-andrikopoulos']
"Handbook of Frontier Markets: African, European and Asian Evidence","['Andrikopoulos, P.']",2016,https://pureportal.coventry.ac.uk/en/publications/handbook-of-frontier-markets-african-european-and-asian-evidence,['https://pureportal.coventry.ac.uk/en/persons/panagiotis-andrikopoulos']
ICT as a general-purpose technology: The productivity of ICT in the United States revisited,"['Liao, H.']",Sept 2016,https://pureportal.coventry.ac.uk/en/publications/ict-as-a-general-purpose-technology-the-productivity-of-ict-in-th-2,['https://pureportal.coventry.ac.uk/en/persons/hailin-liao']
"IFRS Adoption in the EU and the Challenge of Nomenclature Evidence from the UK, France, and Germany","['Tanna, S.']",Mar 2016,https://pureportal.coventry.ac.uk/en/publications/ifrs-adoption-in-the-eu-and-the-challenge-of-nomenclature-evidenc-2,['https://pureportal.coventry.ac.uk/en/persons/sailesh-tanna']
Information asymmetry and financial development dynamics in Africa,[],22 Dec 2016,https://pureportal.coventry.ac.uk/en/publications/information-asymmetry-and-financial-development-dynamics-in-afric-2,[]
International Standards on Auditing in the International Financial Services Centres: What Matters?,[],2016,https://pureportal.coventry.ac.uk/en/publications/international-standards-on-auditing-in-the-international-financia-2,[]
Islamic financial reporting standardisation projects: institutional logics perspective on the Malaysian case,[],2016,https://pureportal.coventry.ac.uk/en/publications/islamic-financial-reporting-standardisation-projects-institutiona,[]
Is there a Mission Drift in Microfinance? Some New Empirical Evidence from Uganda,"['Darko, F.']",Mar 2016,https://pureportal.coventry.ac.uk/en/publications/is-there-a-mission-drift-in-microfinance-some-new-empirical-evide,['https://pureportal.coventry.ac.uk/en/persons/francis-darko']
"Law, Politics, and the Quality of Government in Africa",[],12 Oct 2016,https://pureportal.coventry.ac.uk/en/publications/law-politics-and-the-quality-of-government-in-africa-2,[]
Missing discourse in global supply chain management: the notion of exploitation and role of the state,[],2016,https://pureportal.coventry.ac.uk/en/publications/missing-discourse-in-global-supply-chain-management-the-notion-of,[]
"Mobile phone penetration, mobile banking and inclusive development in africa",[],Jan 2016,https://pureportal.coventry.ac.uk/en/publications/mobile-phone-penetration-mobile-banking-and-inclusive-development-2,[]
Mobile phones in the diffusion of knowledge and persistence in inclusive human development in Sub-Saharan Africa,[],21 Jun 2016,https://pureportal.coventry.ac.uk/en/publications/mobile-phones-in-the-diffusion-of-knowledge-and-persistence-in-in-2,[]
On the real effects of financial pressure: Evidence from euro area firm-level employment during the recent financial crisis,[],2016,https://pureportal.coventry.ac.uk/en/publications/on-the-real-effects-of-financial-pressure-evidence-from-euro-area,[]
Revolution empirics: predicting the Arab Spring,[],Sept 2016,https://pureportal.coventry.ac.uk/en/publications/revolution-empirics-predicting-the-arab-spring-2,[]
Risk Management in Islamic Banks,[],2016,https://pureportal.coventry.ac.uk/en/publications/risk-management-in-islamic-banks-2,[]
Signalling and Lifecycle Theories in the Banking Sectors of GCC Frontier Markets: An Empirical Assessment,"['Tanna, S.']",24 Aug 2016,https://pureportal.coventry.ac.uk/en/publications/signalling-and-lifecycle-theories-in-the-banking-sectors-of-gcc-f-2,['https://pureportal.coventry.ac.uk/en/persons/sailesh-tanna']
"Structural Breaks, Efficiency and Volatility: An Empirical Investigation of Southeast Asian Frontier Markets","['Andrikopoulos, P.', 'Newaz, M.']",2016,https://pureportal.coventry.ac.uk/en/publications/structural-breaks-efficiency-and-volatility-an-empirical-investig-2,"['https://pureportal.coventry.ac.uk/en/persons/panagiotis-andrikopoulos', 'https://pureportal.coventry.ac.uk/en/persons/mohammad-khaleq-newaz']"
Student performance in e-education: how far do learning style differences influence student grades?,[],2016,https://pureportal.coventry.ac.uk/en/publications/student-performance-in-e-education-how-far-do-learning-style-diff-2,[]
The Comparative Inclusive Human Development of Globalisation in Africa,[],Dec 2016,https://pureportal.coventry.ac.uk/en/publications/the-comparative-inclusive-human-development-of-globalisation-in-a-2,[]
The Cost of Multiple Large Shareholders,"['Wang, J.']",1 Sept 2016,https://pureportal.coventry.ac.uk/en/publications/the-cost-of-multiple-large-shareholders-2,['https://pureportal.coventry.ac.uk/en/persons/jun-wang']
The Estimation of Minimum Efficient Scale of the Port Industry,"['Park, J. S.']",Jul 2016,https://pureportal.coventry.ac.uk/en/publications/the-estimation-of-minimum-efficient-scale-of-the-port-industry-2,['https://pureportal.coventry.ac.uk/en/persons/jin-suk-park']
The governance-performance relationship: evidence from Ghana,[],12 Sept 2016,https://pureportal.coventry.ac.uk/en/publications/the-governance-performance-relationship-evidence-from-ghana-2,[]
The impact of seaports on the regional economies in South Korea: Panel evidence from the augmented Solow model,"['Park, J. S.']",Jan 2016,https://pureportal.coventry.ac.uk/en/publications/the-impact-of-seaports-on-the-regional-economies-in-south-korea-p-2,['https://pureportal.coventry.ac.uk/en/persons/jin-suk-park']
